Date,Price,Open,High,Low,Vol.,Change %
1/1/2013,15.600000000000001,15.37741935483871,15.864516129032259,15.087096774193547,46.94K,0.013583870967741937
2/1/2013,26.042857142857144,25.57857142857143,26.525000000000002,24.925,56.58K,0.018332142857142856
3/1/2013,57.50322580645161,55.58064516129032,59.60967741935484,52.903225806451616,68.24K,0.03503225806451613
4/1/2013,130.34,128.8,145.05,112.09666666666666,157.73K,0.023376666666666664
5/1/2013,119.96774193548387,120.30322580645162,124.24516129032257,113.85161290322581,66.83K,-0.0011516129032258062
6/1/2013,107.81666666666666,108.86,111.70333333333333,104.21666666666667,35.02K,-0.008693333333333332
7/1/2013,90.6774193548387,90.3967741935484,94.2290322580645,86.57096774193548,36.77K,0.004522580645161291
8/1/2013,114.8258064516129,113.70322580645161,117.15806451612903,111.97096774193548,19.51K,0.009516129032258064
9/1/2013,136.68333333333334,136.65333333333334,140.59666666666666,133.52666666666667,15.04K,0.0006899999999999997
10/1/2013,168.1290322580645,165.89354838709676,172.56451612903226,159.44516129032257,24.31K,0.014203225806451612
11/1/2013,582.1433333333333,548.9933333333333,610.5966666666667,510.68666666666667,37.58K,0.06512666666666667
12/1/2013,840.2548387096774,853.1516129032258,908.4161290322581,760.3935483870968,29.7K,-0.005116129032258066
1/1/2014,935.4645161290323,931.1774193548387,966.8354838709678,899.6419354838711,9.88K,0.005900000000000001
2/1/2014,515.0928571428572,528.125,585.5714285714286,476.1535714285714,35.58K,0.086425
3/1/2014,578.8677419354839,583.0354838709677,599.3870967741935,552.4064516129032,3.04K,-0.006658064516129031
4/1/2014,465.1933333333333,465.1633333333333,486.80333333333334,443.7933333333333,5.37K,0.0016500000000000009
5/1/2014,485.7483870967742,479.8677419354839,493.5806451612903,472.4225806451613,2.77K,0.011622580645161291
6/1/2014,617.0699999999999,616.83,628.42,603.1133333333333,3.73K,0.0007400000000000001
7/1/2014,616.5483870967741,618.0193548387097,623.9354838709677,609.425806451613,3.46K,-0.002283870967741935
8/1/2014,537.5129032258066,540.9870967741934,549.5548387096775,527.3903225806451,4.07K,-0.00602258064516129
