Date,Price,Open,High,Low,Vol.,Change %
1/1/2013,79.87130434782608,79.90260869565218,80.10217391304349,79.68304347826087,nanK,-0.0003043478260869565
2/1/2013,80.60249999999999,80.4675,80.742,80.28450000000001,nanK,0.0017000000000000001
3/1/2013,82.64142857142858,82.62285714285714,82.86714285714285,82.35857142857142,nanK,0.0007380952380952382
4/1/2013,82.5240909090909,82.585,82.79409090909091,82.29545454545455,nanK,-0.0008090909090909093
5/1/2013,83.21478260869566,83.15826086956523,83.49913043478261,82.87608695652175,nanK,0.0008043478260869565
6/1/2013,81.8745,81.89349999999999,82.2025,81.56,nanK,-6.499999999999995e-05
7/1/2013,82.81521739130434,82.8586956521739,83.15478260869565,82.55565217391305,nanK,-0.0008782608695652175
8/1/2013,81.48318181818182,81.48136363636364,81.74545454545454,81.2790909090909,nanK,0.00036818181818181817
9/1/2013,81.20571428571428,81.3047619047619,81.45380952380953,81.04857142857142,nanK,-0.0010999999999999998
10/1/2013,79.87086956521739,79.88,80.07217391304349,79.67521739130434,nanK,-1.739130434782606e-05
11/1/2013,80.8452380952381,80.7895238095238,81.04904761904761,80.62714285714286,nanK,0.00030476190476190474
12/1/2013,80.32318181818181,80.36727272727272,80.53227272727273,80.15954545454545,nanK,-0.00035454545454545455
1/1/2014,80.79608695652173,80.76391304347825,80.98130434782608,80.58826086956522,nanK,0.0006913043478260868
2/1/2014,80.438,80.5275,80.6415,80.30850000000001,nanK,-0.000995
3/1/2014,79.87238095238095,79.85809523809523,80.04190476190476,79.69666666666667,nanK,0.0002523809523809524
4/1/2014,79.85000000000001,79.89181818181818,79.99454545454545,79.73045454545455,nanK,-0.00036363636363636367
5/1/2014,79.96227272727273,79.92272727272727,80.06954545454545,79.80818181818182,nanK,0.0005090909090909091
6/1/2014,80.44,80.45571428571428,80.58809523809524,80.2995238095238,nanK,-0.00034761904761904756
7/1/2014,80.53521739130434,80.46217391304349,80.6086956521739,80.40347826086956,nanK,0.0009043478260869564
8/1/2014,81.85666666666667,81.82190476190476,81.98238095238096,81.70666666666668,nanK,0.0007523809523809525
9/1/2014,84.36454545454545,84.23181818181818,84.53363636363636,84.0759090909091,nanK,0.0017227272727272725
10/1/2014,85.68,85.61608695652174,85.95565217391304,85.30260869565218,nanK,0.0005043478260869564
11/1/2014,87.7225,87.696,87.9955,87.414,nanK,0.0008300000000000002
12/1/2014,89.19130434782609,89.0604347826087,89.39434782608696,88.77739130434783,nanK,0.0009478260869565218
1/1/2015,92.815,92.66681818181819,93.15818181818182,92.35318181818182,nanK,0.0022363636363636366
2/1/2015,94.45349999999999,94.3885,94.83200000000001,94.041,nanK,0.0003049999999999999
3/1/2015,97.89727272727272,97.70454545454545,98.27681818181819,97.13818181818182,nanK,0.0014636363636363636
4/1/2015,97.52045454545454,97.73227272727273,98.13227272727272,97.13818181818182,nanK,-0.00175
5/1/2015,95.23809523809524,95.16857142857143,95.65857142857142,94.80047619047619,nanK,0.001166666666666667
6/1/2015,95.16863636363637,95.29818181818182,95.73954545454545,94.77409090909092,nanK,-0.0006590909090909092
7/1/2015,96.92521739130436,96.83826086956523,97.21391304347826,96.47086956521738,nanK,0.0008434782608695653
8/1/2015,96.38761904761905,96.42428571428572,96.84714285714286,95.95523809523809,nanK,-0.0007285714285714286
9/1/2015,95.81454545454545,95.79136363636363,96.14863636363636,95.45272727272727,nanK,0.00026818181818181807
10/1/2015,95.71863636363636,95.68636363636364,95.98181818181818,95.30318181818183,nanK,0.00029090909090909075
11/1/2015,99.07,98.8847619047619,99.28809523809525,98.70095238095237,nanK,0.0015666666666666665
12/1/2015,98.31304347826087,98.42173913043477,98.75565217391305,98.03347826086956,nanK,-0.0006434782608695653
1/1/2016,98.99619047619048,98.94714285714285,99.3157142857143,98.66095238095238,nanK,0.00048095238095238095
2/1/2016,97.04095238095239,97.16619047619048,97.53476190476191,96.7252380952381,nanK,-0.0006476190476190474
3/1/2016,96.2595652173913,96.44434782608695,96.77521739130434,96.0295652173913,nanK,-0.0016260869565217393
4/1/2016,94.40333333333334,94.49047619047619,94.76714285714286,94.11809523809524,nanK,-0.000757142857142857
5/1/2016,94.56772727272727,94.46318181818182,94.75863636363637,94.2440909090909,nanK,0.0013636363636363637
6/1/2016,94.66318181818183,94.64090909090909,95.05090909090909,94.24136363636363,nanK,0.00014090909090909074
7/1/2016,96.52857142857142,96.52000000000001,96.79190476190476,96.19190476190477,nanK,-0.00029523809523809526
8/1/2016,95.38,95.37695652173913,95.6413043478261,95.07260869565218,nanK,0.00023043478260869558
9/1/2016,95.47909090909091,95.47590909090908,95.74590909090908,95.18409090909091,nanK,-0.00025000000000000006
10/1/2016,97.71428571428571,97.58380952380953,97.92,97.38190476190476,nanK,0.0014714285714285714
11/1/2016,99.76772727272727,99.60818181818182,100.0490909090909,99.21772727272727,nanK,0.001390909090909091
12/1/2016,102.04136363636363,101.99772727272726,102.39909090909092,101.63363636363637,nanK,0.00032727272727272716
1/1/2017,101.20227272727271,101.36181818181818,101.75545454545454,100.86863636363637,nanK,-0.0012045454545454545
2/1/2017,100.69550000000001,100.627,100.9665,100.377,nanK,0.00081
3/1/2017,100.76,100.80217391304348,101.04521739130435,100.4813043478261,nanK,-0.0003304347826086957
4/1/2017,100.07300000000001,100.065,100.29249999999999,99.797,nanK,-0.00065
5/1/2017,98.23913043478261,98.32391304347826,98.55173913043478,98.01086956521739,nanK,-0.0009260869565217392
6/1/2017,96.94318181818181,97.00318181818183,97.22045454545454,96.74045454545454,nanK,-0.0006045454545454547
7/1/2017,94.91571428571429,95.05428571428571,95.27428571428571,94.71619047619048,nanK,-0.0014000000000000002
8/1/2017,93.17521739130436,93.16304347826087,93.49,92.9104347826087,nanK,-8.260869565217387e-05
9/1/2017,92.34,92.30666666666667,92.58666666666666,92.01523809523809,nanK,0.00022380952380952378
10/1/2017,93.70818181818181,93.65181818181819,93.93409090909091,93.46227272727273,nanK,0.0007181818181818181
11/1/2017,93.96181818181817,94.02545454545454,94.20772727272728,93.74863636363635,nanK,-0.0007227272727272728
12/1/2017,93.33181818181819,93.39181818181818,93.55318181818183,93.15681818181817,nanK,-0.0003727272727272728
1/1/2018,90.8208695652174,90.94695652173912,91.15695652173913,90.55434782608695,nanK,-0.0015043478260869565
2/1/2018,89.69449999999999,89.633,89.9955,89.3605,nanK,0.0008399999999999999
3/1/2018,89.87681818181818,89.88409090909092,90.14045454545455,89.62227272727273,nanK,-0.00030909090909090925
4/1/2018,90.29333333333334,90.18619047619048,90.4857142857143,90.03428571428572,nanK,0.0009904761904761905
5/1/2018,93.33652173913045,93.25434782608696,93.60478260869564,93.02521739130434,nanK,0.0009956521739130436
6/1/2018,94.37190476190476,94.33,94.65428571428572,94.0604761904762,nanK,0.0003333333333333333
7/1/2018,94.60863636363636,94.58000000000001,94.86363636363636,94.34363636363636,nanK,-6.81818181818182e-05
8/1/2018,95.48086956521739,95.44434782608695,95.72,95.20739130434782,nanK,0.0002999999999999999
9/1/2018,94.7565,94.7675,95.015,94.505,nanK,2.168404344971009e-20
10/1/2018,95.85130434782609,95.77652173913044,96.07260869565218,95.58739130434783,nanK,0.0009086956521739131
11/1/2018,96.76090909090908,96.74181818181819,97.03318181818182,96.44636363636364,nanK,7.727272727272735e-05
12/1/2018,96.86761904761904,96.90761904761905,97.12857142857143,96.56,nanK,-0.0005333333333333333
1/1/2019,95.96652173913044,95.96,96.20956521739132,95.7004347826087,nanK,-0.00025652173913043476
2/1/2019,96.4765,96.4485,96.6655,96.27250000000001,nanK,0.000305
3/1/2019,96.78,96.71380952380953,96.97,96.51666666666667,nanK,0.0005619047619047619
4/1/2019,97.36500000000001,97.33318181818181,97.50954545454546,97.17318181818182,nanK,9.545454545454539e-05
5/1/2019,97.73391304347827,97.71608695652174,97.8913043478261,97.5395652173913,nanK,0.00011739130434782609
6/1/2019,96.798,96.8765,97.054,96.613,nanK,-0.0008199999999999999
7/1/2019,97.3408695652174,97.23217391304348,97.4791304347826,97.10043478260869,nanK,0.001065217391304348
8/1/2019,98.00318181818183,97.97227272727272,98.21454545454544,97.74,nanK,0.00019090909090909087
9/1/2019,98.60952380952382,98.5952380952381,98.84809523809524,98.3452380952381,nanK,0.00023333333333333333
10/1/2019,98.17086956521739,98.25,98.41,98.0186956521739,nanK,-0.0009
11/1/2019,98.07714285714285,98.02428571428572,98.18761904761905,97.91190476190476,nanK,0.00045238095238095237
12/1/2019,97.37772727272727,97.445,97.58363636363637,97.20954545454546,nanK,-0.0008727272727272726
1/1/2020,97.39999999999999,97.35608695652174,97.5795652173913,97.23782608695652,nanK,0.00044782608695652175
2/1/2020,98.8635,98.8345,99.04299999999999,98.65299999999999,nanK,0.00039499999999999995
3/1/2020,98.84272727272727,98.73454545454545,99.41454545454545,98.06227272727273,nanK,0.0004772727272727274
4/1/2020,99.89045454545455,99.88136363636363,100.25272727272727,99.56863636363637,nanK,-4.545454545454597e-06
5/1/2020,99.58095238095237,99.57047619047619,99.86809523809524,99.21809523809523,nanK,-0.00031428571428571427
6/1/2020,97.0840909090909,97.11227272727272,97.43772727272727,96.77454545454545,nanK,-0.0004272727272727272
7/1/2020,95.58304347826086,95.73652173913044,95.94869565217392,95.36478260869565,nanK,-0.0018347826086956523
8/1/2020,93.04666666666667,93.07761904761904,93.36,92.74714285714286,nanK,-0.0006095238095238096
9/1/2020,93.41045454545453,93.33772727272726,93.62636363636365,93.0990909090909,nanK,0.0008681818181818182
10/1/2020,93.39909090909092,93.39909090909092,93.62409090909091,93.16727272727272,nanK,7.272727272727281e-05
